RXCUI_IN,RxNormName,ICD9,IndicationName,MENTIONEDBYRESOURCES,HIGHPRECISIONSUBSET,POSSIBLE_LABEL_USE
6211,Lactose,569.9,Unspecified disorder of intestine,1,0,0
6211,Lactose,729.9,Other and unspecified disorders of soft tissue,1,0,0
6211,Lactose,787.3,Flatulence; eructation; and gas pain,1,0,0
6211,Lactose,787.7,Abnormal feces,1,0,0
6211,Lactose,787.91,Diarrhea,1,0,0
6218,Lactulose,8.5,Bacterial enteritis; unspecified,1,0,0
6218,Lactulose,278,Obesity NOS,1,0,0
6218,Lactulose,304,Opioid type dependence,1,0,0
6218,Lactulose,304,Opioid type dependence unspecified use,1,0,0
6218,Lactulose,305.5,Opioid abuse,1,0,0
6218,Lactulose,305.5,Opioid abuse; unspecified use,1,0,0
6218,Lactulose,338-338.99,,1,0,0
6218,Lactulose,348.3,Encephalopathy; not elsewhere classified,1,0,1
6218,Lactulose,348.3,Encephalopathy NOS,1,0,1
6218,Lactulose,455,Hemorrhoids,1,0,0
6218,Lactulose,455.6,Hemorrhoids NOS,1,0,0
6218,Lactulose,571.5,Cirrhosis of liver without mention of alcohol,1,0,0
6218,Lactulose,579.2,Blind loop syndrome,1,0,0
6218,Lactulose,729.99,Other disorders of soft tissue,1,0,0
6218,Lactulose,780.01,Coma,1,0,1
6218,Lactulose,780.96,Generalized pain,1,0,0
6218,Lactulose,780.99,Other general symptoms,1,0,0
6218,Lactulose,781.99,Other symptoms involving nervous and musculoskeletal systems,1,0,0
6218,Lactulose,796.4,Other abnormal clinical findings,1,0,0
6218,Lactulose,797,Senility without mention of psychosis,1,0,0
6218,Lactulose,799.89,Other ill-defined conditions,1,0,0
6218,Lactulose,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
6218,Lactulose,999.9,Other and unspecified complications of medical care; not elsewhere classified,1,0,0
6218,Lactulose,V49.81,Asymptomatic postmenopausal status (age-related) (natural),1,0,0
6218,Lactulose,564,Constipation,4,1,1
6218,Lactulose,564,Constipation NOS,4,1,1
6218,Lactulose,564.09,Other constipation,2,1,1
6218,Lactulose,572.2,Hepatic encephalopathy,2,1,0
6218,Lactulose,573.9,Unspecified disorder of liver,2,1,0
6227,Lanolin,204,Acute lymphoid leukemia without mention of having achieved remission,1,0,0
6227,Lanolin,338-338.99,,1,0,0
6227,Lanolin,521.2,Abrasion NOS,1,0,0
6227,Lanolin,626.4,Irregular menstrual cycle,1,0,0
6227,Lanolin,686.9,Unspecified local infection of skin and subcutaneous tissue,1,0,1
6227,Lanolin,692.9,Contact dermatitis and other eczema; unspecified cause,1,0,0
6227,Lanolin,698.9,Unspecified pruritic disorder,1,0,0
6227,Lanolin,729.99,Other disorders of soft tissue,1,0,0
6227,Lanolin,780.96,Generalized pain,1,0,0
6227,Lanolin,780.99,Other general symptoms,1,0,0
6227,Lanolin,782.9,Other symptoms involving skin and integumentary tissues,1,0,0
6227,Lanolin,870-897.99,,1,0,0
6227,Lanolin,879.8,Open wound(s) (multiple) of unspecified site(s); without mention of complication,1,0,0
6227,Lanolin,919,Abrasion or friction burn of other; multiple; and unspecified sites; without mention of infection,1,0,0
6227,Lanolin,V20.2,Routine infant or child health check,1,0,0
6308,Leucine,278,Obesity NOS,1,0,0
6308,Leucine,783.9,Other symptoms concerning nutrition; metabolism; and development,1,0,0
6313,Leucovorin,153.9,Malignant neoplasm of colon; unspecified,1,0,0
6313,Leucovorin,170.9,Malignant neoplasm of bone and articular cartilage; site unspecified,1,0,1
6313,Leucovorin,199,Malignant neoplasm without specification of site,1,0,1
6313,Leucovorin,199.1,Other malignant neoplasm of unspecified site,1,0,1
6313,Leucovorin,758,Down's syndrome,1,0,0
6313,Leucovorin,963.1,Poisoning by antineoplastic and immunosuppressive drugs,1,0,0
6313,Leucovorin,266.2,Other B-complex deficiencies,2,1,1
6313,Leucovorin,281.9,Deficiency anemia NOS,2,1,1
6313,Leucovorin,285.9,Anemia unspecified,2,1,1
6313,Leucovorin,977.9,Poisoning by unspecified drug or medicinal substance,1,1,0
6370,Levallorphan,204,Acute lymphoid leukemia without mention of having achieved remission,1,0,0
6370,Levallorphan,786,Respiratory abnormality; unspecified,1,0,0
6371,Levamisole,30,Leprosy,1,0,0
6371,Levamisole,30.9,Leprosy NOS,1,0,0
6371,Levamisole,78.1,Viral warts,1,0,0
6371,Levamisole,78.1,Viral warts; unspecified,1,0,0
6371,Levamisole,120-129.99,,1,0,0
6371,Levamisole,128.9,Helminthiasis NOS,1,0,0
6371,Levamisole,136.9,Unspecified infectious and parasitic diseases,1,0,0
6371,Levamisole,153.9,Malignant neoplasm of colon; unspecified,1,0,0
6371,Levamisole,195,Malignant neoplasm of head; face; and neck,1,0,0
6371,Levamisole,288,Agranulocytosis,1,0,0
6371,Levamisole,288,Neutropenia NOS,1,0,0
6371,Levamisole,288.09,Other neutropenia,1,0,0
6371,Levamisole,288.8,Other specified disease of white blood cells,1,0,0
6371,Levamisole,298.1,Excitative type psychosis,1,0,0
6371,Levamisole,307.3,Stereotypic movement disorder,1,0,0
6371,Levamisole,447.6,Arteritis NOS,1,0,0
6371,Levamisole,487,Influenza,1,0,0
6371,Levamisole,487.1,Influenza with other respiratory manifestations,1,0,0
6371,Levamisole,528.2,Oral aphthae,1,0,0
6371,Levamisole,581,Nephrotic syndrome,1,0,0
6371,Levamisole,581.9,Nephrotic syndrome with unspecified pathological lesion in kidney,1,0,0
6371,Levamisole,686.9,Unspecified local infection of skin and subcutaneous tissue,1,0,0
6371,Levamisole,697,Lichen planus,1,0,0
6371,Levamisole,780.39,Other convulsions,1,0,0
6371,Levamisole,999.9,Other and unspecified complications of medical care; not elsewhere classified,1,0,0
6371,Levamisole,V62.29,Other occupational circumstances or maladjustment,1,0,0
6371,Levamisole,239,Neoplasm of unspecified nature of digestive system,1,1,0
6373,Levonorgestrel,42,Human immunodeficiency virus [HIV] disease,1,0,0
6373,Levonorgestrel,99.9,Venereal disease NOS,1,0,1
6373,Levonorgestrel,136.9,Unspecified infectious and parasitic diseases,1,0,1
6373,Levonorgestrel,218,Uterine leiomyoma,1,0,0
6373,Levonorgestrel,218.9,Uterine leiomyoma NOS,1,0,0
6373,Levonorgestrel,279.3,Unspecified immunity deficiency,1,0,0
6373,Levonorgestrel,285.9,Anemia unspecified,1,0,0
6373,Levonorgestrel,288.2,Genetic anomalies of leukocytes,1,0,0
6373,Levonorgestrel,301.89,Other personality disorders,1,0,0
6373,Levonorgestrel,424.9,Endocarditis valve unspecified cause,1,0,0
6373,Levonorgestrel,614-616.99,,1,0,1
6373,Levonorgestrel,614.9,Unspecified inflammatory disease of female pelvic organs and tissues,1,0,1
6373,Levonorgestrel,617,Endometriosis of uterus,1,0,0
6373,Levonorgestrel,625.3,Dysmenorrhea,1,0,0
6373,Levonorgestrel,625.4,Premenstrual tension syndromes,1,0,0
6373,Levonorgestrel,625.9,Unspecified symptom associated with female genital organs,1,0,0
6373,Levonorgestrel,626.4,Irregular menstrual cycle,1,0,0
6373,Levonorgestrel,633,Ectopic pregnancy,1,0,1
6373,Levonorgestrel,633.9,Unspecified ectopic pregnancy,1,0,1
6373,Levonorgestrel,633.9,Unspecified ectopic pregnancy without intrauterine pregnancy,1,0,1
6373,Levonorgestrel,68.12,Hysteroscopy,1,0,0
6373,Levonorgestrel,706.1,Other acne,1,0,0
6373,Levonorgestrel,780-789.99,,1,0,0
6373,Levonorgestrel,780.2,Syncope and collapse,1,0,0
6373,Levonorgestrel,781.99,Other symptoms involving nervous and musculoskeletal systems,1,0,0
6373,Levonorgestrel,799.89,Other ill-defined conditions,1,0,0
6373,Levonorgestrel,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
6373,Levonorgestrel,88.7,Diagnostic ultrasound,1,0,0
6373,Levonorgestrel,89.7,General physical examination,1,0,0
6373,Levonorgestrel,89.8,Autopsy,1,0,0
6373,Levonorgestrel,996.32,Mechanical complication due to intrauterine contraceptive device,1,0,1
6373,Levonorgestrel,V25.01,Encounter for general counseling on prescription of oral contraceptives,1,0,0
6373,Levonorgestrel,V25.04,Counseling and instruction in natural family planning to avoid pregnancy,1,0,0
6373,Levonorgestrel,V25.49,Encounter for surveillance of other contraceptive method,1,0,1
6373,Levonorgestrel,338-338.99,,2,1,0
6373,Levonorgestrel,617,Endometriosis,2,1,0
6373,Levonorgestrel,617.9,Endometriosis; site unspecified,2,1,0
6373,Levonorgestrel,626.2,Excessive or frequent menstruation,2,1,0
6373,Levonorgestrel,780.96,Generalized pain,2,1,0
6373,Levonorgestrel,V22.2,Pregnant state; incidental,4,1,1
6375,Levodopa,270.8,Other specified disorders of amino-acid metabolism,1,0,0
6375,Levodopa,298.9,Unspecified psychosis,1,0,0
6375,Levodopa,323.9,Unspecified cause of encephalitis; myelitis; and encephalomyelitis,1,0,0
6375,Levodopa,333.94,Restless legs syndrome (RLS),1,0,0
6375,Levodopa,719.5,Stiffness of joint; not elsewhere classified; involving unspecified site,1,0,0
6375,Levodopa,780-789.99,,1,0,0
6375,Levodopa,781,Abnormal involuntary movements,1,0,0
6375,Levodopa,787.02,Nausea alone,1,0,0
6375,Levodopa,787.03,Vomiting alone,1,0,0
6375,Levodopa,957.9,Injury to nerve NOS,1,0,0
6375,Levodopa,985.2,Toxic effect of manganese and its compounds,1,0,0
6375,Levodopa,986,Toxic effect of carbon monoxide,1,0,0
6375,Levodopa,332,Parkinson's disease,3,1,0
6375,Levodopa,332,Paralysis agitans,3,1,0
6378,Levorphanol,304.9,Unspecified drug dependence; unspecified use,1,0,0
6378,Levorphanol,312.3,Impulse control disorder; unspecified,1,0,0
6378,Levorphanol,338.2,Chronic pain,1,0,0
6378,Levorphanol,338.29,Other chronic pain,1,0,0
6378,Levorphanol,729.2,Neuralgia; neuritis; and radiculitis; unspecified,1,0,0
6378,Levorphanol,338-338.99,,3,1,1
6378,Levorphanol,780.96,Generalized pain,4,1,1
6383,Luteinizing Hormone,253.1,Other and unspecified anterior pituitary hyperfunction,1,0,0
6383,Luteinizing Hormone,253.2,Panhypopituitarism,1,0,0
6383,Luteinizing Hormone,253.4,Other anterior pituitary disorders,1,0,0
6383,Luteinizing Hormone,255.2,Adrenogenital disorders,1,0,0
6383,Luteinizing Hormone,256.31,Premature menopause,1,0,0
6383,Luteinizing Hormone,256.4,Polycystic ovaries,1,0,0
6383,Luteinizing Hormone,257.2,Other testicular hypofunction,1,0,0
6383,Luteinizing Hormone,259.1,Precocious sexual development and puberty NEC,1,0,0
6383,Luteinizing Hormone,307.3,Stereotypic movement disorder,1,0,0
6383,Luteinizing Hormone,307.5,Eating disorder NOS,1,0,0
6383,Luteinizing Hormone,626,Absence of menstruation,1,0,0
6383,Luteinizing Hormone,626.8,Other disorders of menstruation and other abnormal bleeding from female genital tract,1,0,0
6383,Luteinizing Hormone,686.8,Other specified local infections of skin and subcutaneous tissue,1,0,0
6383,Luteinizing Hormone,69.92,ARTIFICIAL INSEMINATION,1,0,0
6383,Luteinizing Hormone,695.4,Lupus erythematosus,1,0,0
6383,Luteinizing Hormone,745,Common truncus,1,0,0
6383,Luteinizing Hormone,758.6,Gonadal dysgenesis,1,0,0
6383,Luteinizing Hormone,799.21,Nervousness (ADDED),1,0,0
6383,Luteinizing Hormone,V22.2,Pregnant state; incidental,1,0,0
6384,Gonadorelin,140-239.99,,1,0,0
6384,Gonadorelin,174.9,Malignant neoplasm of breast (female); unspecified,1,0,0
6384,Gonadorelin,182,Malignant neoplasm of corpus uteri; except isthmus,1,0,0
6384,Gonadorelin,183,Malignant neoplasm of ovary,1,0,0
6384,Gonadorelin,185,Malignant neoplasm of prostate,1,0,0
6384,Gonadorelin,239,Neoplasms of unspecified nature,1,0,0
6384,Gonadorelin,239-239.99,,1,0,0
6384,Gonadorelin,251.1,Other specified hypoglycemia,1,0,0
6384,Gonadorelin,253.4,Other anterior pituitary disorders,1,0,0
6384,Gonadorelin,256.4,Polycystic ovaries,1,0,0
6384,Gonadorelin,368.31,Suppression of binocular vision,1,0,0
6384,Gonadorelin,617,Endometriosis,1,0,0
6384,Gonadorelin,617.9,Endometriosis; site unspecified,1,0,0
6384,Gonadorelin,745.4,Ventricular septal defect,1,0,0
6384,Gonadorelin,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
6384,Gonadorelin,V21.1,Puberty,1,0,0
6384,Gonadorelin,V22.2,Pregnant state; incidental,1,0,0
6384,Gonadorelin,259,Delay in sexual development and puberty NEC,1,1,0
6384,Gonadorelin,259.1,Precocious sexual development and puberty NEC,2,1,0
6384,Gonadorelin,626,Absence of menstruation,1,1,0
6387,Lidocaine,34,Streptococcal sore throat,1,0,0
6387,Lidocaine,53,Herpes zoster,1,0,1
6387,Lidocaine,53.9,Herpes zoster without mention of complication,1,0,1
6387,Lidocaine,136.9,Unspecified infectious and parasitic diseases,1,0,0
6387,Lidocaine,140-239.99,,1,0,0
6387,Lidocaine,185,Malignant neoplasm of prostate,1,0,0
6387,Lidocaine,239,Neoplasms of unspecified nature,1,0,0
6387,Lidocaine,239-239.99,,1,0,0
6387,Lidocaine,288.2,Genetic anomalies of leukocytes,1,0,0
6387,Lidocaine,307.42,Persistent disorder of initiating or maintaining sleep,1,0,0
6387,Lidocaine,332,Paralysis agitans,1,0,0
6387,Lidocaine,333.9,Unspecified extrapyramidal disease and abnormal movement disorder,1,0,0
6387,Lidocaine,338.18,Other acute postoperative pain,1,0,0
6387,Lidocaine,345.3,Grand mal status; epileptic,1,0,0
6387,Lidocaine,349.9,Unspecified disorders of nervous system,1,0,0
6387,Lidocaine,375.2,Epiphora,1,0,0
6387,Lidocaine,375.2,Epiphora NOS,1,0,0
6387,Lidocaine,379.99,Other ill-defined disorders of eye,1,0,0
6387,Lidocaine,388.3,Tinnitus,1,0,0
6387,Lidocaine,388.3,Tinnitus NOS,1,0,0
6387,Lidocaine,388.8,Other disorders of ear,1,0,0
6387,Lidocaine,410,Acute myocardial infarction,1,0,1
6387,Lidocaine,410.9,Acute myocardial infarction; unspecified site,1,0,1
6387,Lidocaine,427,Cardiac dysrhythmias,1,0,1
6387,Lidocaine,429.9,Heart disease NOS,1,0,1
6387,Lidocaine,460,Acute nasopharyngitis (common cold),1,0,0
6387,Lidocaine,477,Allergic rhinitis due to pollen,1,0,0
6387,Lidocaine,477.9,Allergic rhinitis NOS,1,0,0
6387,Lidocaine,478.7,Unspecified disease of larynx,1,0,1
6387,Lidocaine,519.19,Other diseases of trachea and bronchus,1,0,1
6387,Lidocaine,521,Dental caries,1,0,1
6387,Lidocaine,521,Dental caries NOS,1,0,1
6387,Lidocaine,528.2,Oral aphthae,1,0,0
6387,Lidocaine,530.1,Esophagitis,1,0,1
6387,Lidocaine,530.1,Esophagitis; unspecified,1,0,1
6387,Lidocaine,533,Peptic ulcer; site unspecified,1,0,0
6387,Lidocaine,533.9,Peptic ulcer of unspecified site; unspecified as acute or chronic; without mention of hemorrhage or perforation; without mention of obstruction,1,0,0
6387,Lidocaine,556,Ulcerative colitis,1,0,0
6387,Lidocaine,556.2,Ulcerative (chronic) proctitis,1,0,0
6387,Lidocaine,556.8,Other ulcerative colitis,1,0,0
6387,Lidocaine,556.9,Ulcerative colitis; unspecified,1,0,0
6387,Lidocaine,564,Constipation,1,0,0
6387,Lidocaine,564,Constipation NOS,1,0,0
6387,Lidocaine,565,Anal fissure,1,0,1
6387,Lidocaine,569.41,Ulcer of anus and rectum,1,0,1
6387,Lidocaine,569.49,Other specified disorders of rectum and anus,1,0,0
6387,Lidocaine,593.9,Unspecified disorder of kidney and ureter,1,0,0
6387,Lidocaine,597.8,Urethritis NOS,1,0,1
6387,Lidocaine,599.9,Unspecified disorder of urethra and urinary tract,1,0,1
6387,Lidocaine,625.3,Dysmenorrhea,1,0,0
6387,Lidocaine,686.9,Unspecified local infection of skin and subcutaneous tissue,1,0,1
6387,Lidocaine,69.92,ARTIFICIAL INSEMINATION,1,0,0
6387,Lidocaine,698,Pruritus ani,1,0,1
6387,Lidocaine,698.1,Pruritus of genital organs,1,0,1
6387,Lidocaine,715,Osteoarthrosis; generalized; involving unspecified site,1,0,0
6387,Lidocaine,715.9,Osteoarthrosis; unspecified whether generalized or localized,1,0,0
6387,Lidocaine,715.9,Osteoarthrosis; unspecified whether generalized or localized; involving unspecified site,1,0,0
6387,Lidocaine,729.2,Neuralgia; neuritis; and radiculitis; unspecified,1,0,1
6387,Lidocaine,780.52,Insomnia; unspecified,1,0,0
6387,Lidocaine,781,Abnormal involuntary movements,1,0,0
6387,Lidocaine,782,Disturbance of skin sensation,1,0,1
6387,Lidocaine,782.1,Rash and other nonspecific skin eruption,1,0,0
6387,Lidocaine,785,Tachycardia NOS,1,0,1
6387,Lidocaine,787.1,Heartburn,1,0,0
6387,Lidocaine,787.99,Other symptoms involving digestive system,1,0,1
6387,Lidocaine,799.24,Emotional lability (ADDED),1,0,0
6387,Lidocaine,919.4,Insect bite; nonvenomous; of other; multiple; and unspecified sites; without mention of infection,1,0,0
6387,Lidocaine,972.1,Poisoning by cardiotonic glycosides and drugs of similar action,1,0,0
6387,Lidocaine,989.5,Toxic effect of venom,1,0,0
6387,Lidocaine,99.6,Conversion of cardiac rhythm,1,0,0
6387,Lidocaine,994.6,Motion sickness,1,0,0
6387,Lidocaine,995.3,Allergy unspecified not elsewhere classified,1,0,0
6387,Lidocaine,V62.81,Interpersonal problems; not elsewhere classified,1,0,0
6387,Lidocaine,53.19,Herpes zoster with other nervous system complications,2,1,0
6387,Lidocaine,338-338.99,,4,1,1
6387,Lidocaine,410.9,Acute myocardial infarction; unspecified site; episode of care unspecified,3,1,1
6387,Lidocaine,427.1,Paroxysmal ventricular tachycardia,2,1,1
6387,Lidocaine,427.2,Paroxysmal tachycardia; unspecified,1,1,0
6387,Lidocaine,427.41,Ventricular fibrillation,1,1,0
6387,Lidocaine,427.69,Other premature beats,2,1,1
6387,Lidocaine,427.9,Cardiac dysrhythmia NOS,2,1,1
6387,Lidocaine,455,Hemorrhoids,2,1,1
6387,Lidocaine,455.6,Hemorrhoids NOS,2,1,1
6387,Lidocaine,528.9,Other and unspecified diseases of the oral soft tissues,1,1,0
6387,Lidocaine,530,Diseases of esophagus,1,1,0
6387,Lidocaine,530.9,Unspecified disorder of esophagus,1,1,0
6387,Lidocaine,692.9,Contact dermatitis and other eczema; unspecified cause,3,1,1
6387,Lidocaine,698.9,Unspecified pruritic disorder,3,1,1
6387,Lidocaine,780-789.99,,2,1,0
6387,Lidocaine,780.96,Generalized pain,4,1,1
6387,Lidocaine,781.99,Other symptoms involving nervous and musculoskeletal systems,2,1,1
6387,Lidocaine,786.2,Cough,2,1,0
6387,Lidocaine,940-949.99,,1,1,0
6387,Lidocaine,949,Burn of unspecified site; unspecified degree,1,1,0
6387,Lidocaine,977.9,Poisoning by unspecified drug or medicinal substance,1,1,0
6398,Lincomycin,41.81,Mycoplasma infection in conditions classified elsewhere and of unspecified site,1,0,0
6398,Lincomycin,41.9,Bacterial infection; unspecified; in conditions classified elsewhere and of unspecified site,1,0,1
6398,Lincomycin,79.99,Unspecified viral infection in conditions classified elsewhere and of unspecified site,1,0,1
6398,Lincomycin,136.9,Unspecified infectious and parasitic diseases,1,0,1
6398,Lincomycin,300.9,Unspecified nonpsychotic mental disorder,1,0,0
6398,Lincomycin,322,Meningitis of unspecified cause,1,0,0
6398,Lincomycin,322.9,Meningitis NOS,1,0,0
6398,Lincomycin,39.95,Hemodialysis,1,0,0
6398,Lincomycin,558.9,Other and unspecified noninfectious gastroenteritis and colitis,1,0,1
6398,Lincomycin,573.9,Unspecified disorder of liver,1,0,0
6398,Lincomycin,730.2,Unspecified osteomyelitis,1,0,1
6398,Lincomycin,730.2,Unspecified osteomyelitis; site unspecified,1,0,1
6398,Lincomycin,781.2,Abnormality of gait,1,0,0
6398,Lincomycin,784.61,Alexia and dyslexia,1,0,0
6398,Lincomycin,41,Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site,1,1,0
6398,Lincomycin,41.1,Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site,2,1,1
6400,Linoleic Acid,260-269.99,,1,0,0
6400,Linoleic Acid,269.9,Unspecified nutritional deficiency,1,0,0
6400,Linoleic Acid,410.9,Acute myocardial infarction; unspecified site; episode of care unspecified,1,0,0
6400,Linoleic Acid,410.91,Acute myocardial infarction; unspecified site; initial episode of care,1,0,0
6400,Linoleic Acid,704,Alopecia,1,0,0
6400,Linoleic Acid,704,Alopecia NOS,1,0,0
6400,Linoleic Acid,706.1,Other acne,1,0,0
6400,Linoleic Acid,781.2,Abnormality of gait,1,0,0
6400,Linoleic Acid,782,Disturbance of skin sensation,1,0,0
6400,Linoleic Acid,782.8,Changes in skin texture,1,0,0
6400,Linoleic Acid,994.2,Effects of hunger,1,0,0
6400,Linoleic Acid,V60.2,Inadequate material resources,1,0,0
6404,Linseed Oil,174.9,Malignant neoplasm of breast (female); unspecified,1,0,0
6404,Linseed Oil,185,Malignant neoplasm of prostate,1,0,0
6404,Linseed Oil,204,Acute lymphoid leukemia without mention of having achieved remission,1,0,0
6404,Linseed Oil,239.5,Neoplasm of unspecified nature of other genitourinary organs,1,0,0
6404,Linseed Oil,253.5,Diabetes insipidus,1,0,0
6404,Linseed Oil,278,Obesity NOS,1,0,0
6404,Linseed Oil,330.8,Other specified cerebral degenerations in childhood,1,0,0
6404,Linseed Oil,345.9,Epilepsy; unspecified,1,0,0
6404,Linseed Oil,345.9,Epilepsy; unspecified; without mention of intractable epilepsy,1,0,0
6404,Linseed Oil,427,Cardiac dysrhythmias,1,0,0
6404,Linseed Oil,427.69,Other premature beats,1,0,0
6404,Linseed Oil,427.9,Cardiac dysrhythmia NOS,1,0,0
6404,Linseed Oil,429.9,Heart disease NOS,1,0,0
6404,Linseed Oil,440,Atherosclerosis,1,0,0
6404,Linseed Oil,455,Hemorrhoids,1,0,0
6404,Linseed Oil,455.6,Hemorrhoids NOS,1,0,0
6404,Linseed Oil,560.9,Unspecified intestinal obstruction,1,0,0
6404,Linseed Oil,680.9,Carbuncle and furuncle of unspecified site,1,0,0
6404,Linseed Oil,728.85,Spasm of muscle,1,0,0
6404,Linseed Oil,780.39,Other convulsions,1,0,0
6404,Linseed Oil,780.6,Fever; unspecified,1,0,0
6404,Linseed Oil,780.79,Other malaise and fatigue,1,0,0
6404,Linseed Oil,781.2,Abnormality of gait,1,0,0
6404,Linseed Oil,796.4,Other abnormal clinical findings,1,0,0
6404,Linseed Oil,797,Senility without mention of psychosis,1,0,0
6404,Linseed Oil,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
6404,Linseed Oil,88.7,Diagnostic ultrasound,1,0,0
6404,Linseed Oil,89.8,Autopsy,1,0,0
6404,Linseed Oil,V62.29,Other occupational circumstances or maladjustment,1,0,0
6406,Lipase,136.9,Unspecified infectious and parasitic diseases,1,0,0
6406,Lipase,201,Hodgkin's disease,1,0,0
6406,Lipase,201,Hodgkin's paragranuloma,1,0,0
6406,Lipase,201.1,Hodgkin's granuloma,1,0,0
6406,Lipase,201.1,Hodgkin's granuloma; unspecified site; extranodal and solid organ sites,1,0,0
6406,Lipase,201.2,Hodgkin's sarcoma,1,0,0
6406,Lipase,201.2,Hodgkin's sarcoma; unspecified site; extranodal and solid organ sites,1,0,0
6406,Lipase,201.9,Hodgkin's disease; unspecified type,1,0,0
6406,Lipase,201.9,Hodgkin's disease; unspecified type; unspecified site; extranodal and solid organ sites,1,0,0
6406,Lipase,204,Acute lymphoid leukemia without mention of having achieved remission,1,0,0
6406,Lipase,272.2,Mixed hyperlipidemia,1,0,0
6406,Lipase,272.5,Lipoprotein deficiencies,1,0,0
6406,Lipase,272.7,Lipidoses,1,0,0
6406,Lipase,277,Cystic fibrosis without mention of meconium ileus,1,0,0
6406,Lipase,577,Acute pancreatitis,1,0,0
6406,Lipase,577.1,Chronic pancreatitis,1,0,0
6406,Lipase,690.18,Other seborrheic dermatitis,1,0,0
6406,Lipase,780.2,Syncope and collapse,1,0,0
6406,Lipase,959.9,Other and unspecified injury to unspecified site,1,0,0
6406,Lipase,799.9,Other unknown and unspecified cause of morbidity or mortality,2,1,0
6417,Thioctic Acid,269.1,Deficiency of other vitamins,1,0,0
6417,Thioctic Acid,275.09,Other disorders of iron metabolism,1,0,0
6417,Thioctic Acid,302.72,Psychosexual dysfunction with inhibited sexual excitement,1,0,0
6417,Thioctic Acid,340,Multiple sclerosis,1,0,0
6417,Thioctic Acid,346,Migraine,1,0,0
6417,Thioctic Acid,346.9,Migraine; unspecified,1,0,0
6417,Thioctic Acid,346.9,Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus,1,0,0
6417,Thioctic Acid,356.9,Unspecified idiopathic peripheral neuropathy,1,0,0
6417,Thioctic Acid,357.5,Alcoholic polyneuropathy,1,0,0
6417,Thioctic Acid,39.95,Hemodialysis,1,0,0
6417,Thioctic Acid,429.2,Cardiovascular disease [ASCVD],1,0,0
6417,Thioctic Acid,429.9,Heart disease NOS,1,0,0
6417,Thioctic Acid,440,Atherosclerosis,1,0,0
6417,Thioctic Acid,443.9,Peripheral vascular disease; unspecified,1,0,0
6417,Thioctic Acid,573.9,Unspecified disorder of liver,1,0,0
6417,Thioctic Acid,607.84,Impotence of organic origin,1,0,0
6417,Thioctic Acid,729.9,Other and unspecified disorders of soft tissue,1,0,0
6417,Thioctic Acid,780-789.99,,1,0,0
6417,Thioctic Acid,780.97,Altered mental status,1,0,0
6417,Thioctic Acid,782,Disturbance of skin sensation,1,0,0
6417,Thioctic Acid,783.21,Loss of weight,1,0,0
6417,Thioctic Acid,783.9,Other symptoms concerning nutrition; metabolism; and development,1,0,0
6417,Thioctic Acid,791,Proteinuria,1,0,0
6417,Thioctic Acid,799.89,Other ill-defined conditions,1,0,0
6417,Thioctic Acid,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
6446,Lisuride,332,Parkinson's disease,1,0,0
6446,Lisuride,332,Paralysis agitans,1,0,0
6446,Lisuride,346,Migraine,1,0,0
6446,Lisuride,346.9,Migraine; unspecified,1,0,0
6446,Lisuride,346.9,Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus,1,0,0
6446,Lisuride,E968.9,ASSAULT NOS,1,0,0
6448,Lithium,00-99.99,,1,0,0
6448,Lithium,23.1,Brucella abortus,1,0,0
6448,Lithium,38.9,Septicemia NOS,1,0,0
6448,Lithium,62.2,Eastern equine encephalitis,1,0,0
6448,Lithium,253.3,Pituitary dwarfism,1,0,0
6448,Lithium,259.4,Dwarfism; not elsewhere classified,1,0,0
6448,Lithium,278,Obesity NOS,1,0,0
6448,Lithium,295.7,Schizoaffective disorder,1,0,0
6448,Lithium,295.7,Schizo-affective type schizophrenia; unspecified state,1,0,0
6448,Lithium,296,Manic disorder; single episode; unspecified degree,1,0,1
6448,Lithium,296.2,Major depressive disorder; single episode; unspecified degree,1,0,0
6448,Lithium,297.1,Delusional disorder,1,0,1
6448,Lithium,298.8,Other and unspecified reactive psychosis,1,0,1
6448,Lithium,300.9,Unspecified nonpsychotic mental disorder,1,0,0
6448,Lithium,301.89,Other personality disorders,1,0,1
6448,Lithium,302.89,Other specified psychosexual disorders,1,0,0
6448,Lithium,303,Alcohol dependence syndrome,1,0,0
6448,Lithium,303.9,Other and unspecified alcohol dependence; unspecified drinking behavior,1,0,0
6448,Lithium,304.9,Unspecified drug dependence; unspecified use,1,0,0
6448,Lithium,305.01,Alcohol abuse; continuous drinking behavior,1,0,0
6448,Lithium,307.3,Stereotypic movement disorder,1,0,0
6448,Lithium,314,Hyperkinetic syndrome of childhood,1,0,0
6448,Lithium,314.01,Attention deficit disorder of childhood with hyperactivity,1,0,0
6448,Lithium,314.9,Unspecified hyperkinetic syndrome of childhood,1,0,0
