RXCUI_IN,RxNormName,ICD9,IndicationName,MENTIONEDBYRESOURCES,HIGHPRECISIONSUBSET,POSSIBLE_LABEL_USE
797272,clindamycin phosphate,54.9,Herpes simplex without mention of complication,1,0,1
797272,clindamycin phosphate,84,Malaria,1,0,0
797272,clindamycin phosphate,84,Falciparum malaria [malignant tertian],1,0,0
797272,clindamycin phosphate,84.2,Quartan malaria,1,0,0
797272,clindamycin phosphate,84.6,Malaria NOS,1,0,0
797272,clindamycin phosphate,88.82,Babesiosis,1,0,0
797272,clindamycin phosphate,131,Trichomoniasis,1,0,1
797272,clindamycin phosphate,131.9,Trichomoniasis NOS,1,0,1
797272,clindamycin phosphate,136.8,Other specified infectious and parasitic diseases,1,0,0
797272,clindamycin phosphate,296.99,Other specified episodic mood disorder,1,0,0
797272,clindamycin phosphate,345.6,Infantile spasms,1,0,0
797272,clindamycin phosphate,345.6,Infantile spasms; without mention of intractable epilepsy,1,0,0
797272,clindamycin phosphate,349.2,Disorders of meninges; not elsewhere classified,1,0,1
797272,clindamycin phosphate,510,Empyema,1,0,1
797272,clindamycin phosphate,510.9,Empyema without mention of fistula,1,0,1
797272,clindamycin phosphate,513,Abscess of lung,1,0,1
797272,clindamycin phosphate,558.9,Other and unspecified noninfectious gastroenteritis and colitis,1,0,1
797272,clindamycin phosphate,573.9,Unspecified disorder of liver,1,0,1
797272,clindamycin phosphate,614.2,Salpingitis and oophoritis not specified as acute; subacute; or chronic,1,0,1
797272,clindamycin phosphate,614.4,Chronic or unspecified parametritis and pelvic cellulitis,1,0,1
797272,clindamycin phosphate,615.9,Unspecified inflammatory disease of uterus,1,0,1
797272,clindamycin phosphate,616.1,Vaginitis and vulvovaginitis NOS,1,0,1
797272,clindamycin phosphate,623.5,Leukorrhea; not specified as infective,1,0,1
797272,clindamycin phosphate,644.2,Early onset of delivery,1,0,0
797272,clindamycin phosphate,644.2,Early onset of delivery; unspecified as to episode of care,1,0,0
797272,clindamycin phosphate,644.21,Early onset of delivery; delivered; with or without mention of antepartum condition,1,0,0
797272,clindamycin phosphate,682.2,Cellulitis and abscess of trunk,1,0,1
797272,clindamycin phosphate,682.9,Cellulitis and abscess NOS,1,0,1
797272,clindamycin phosphate,711,Arthropathy associated with infections,1,0,0
797272,clindamycin phosphate,711.9,Infective arthritis site unspecified NOS,1,0,0
797272,clindamycin phosphate,729.9,Other and unspecified disorders of soft tissue,1,0,0
797272,clindamycin phosphate,787.7,Abnormal feces,1,0,1
797272,clindamycin phosphate,787.91,Diarrhea,1,0,1
797272,clindamycin phosphate,E968.9,ASSAULT NOS,1,0,0
797272,clindamycin phosphate,41,Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site,1,1,0
797272,clindamycin phosphate,41.1,Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site,1,1,0
797272,clindamycin phosphate,41.84,Other anaerobe infection in conditions classified elsewhere and of unspecified site,1,1,0
797272,clindamycin phosphate,041.9|421.0,,1,1,0
797272,clindamycin phosphate,130,Toxoplasmosis,2,1,0
797272,clindamycin phosphate,130.9,Toxoplasmosis NOS,2,1,0
797272,clindamycin phosphate,136.3,Pneumocystosis,1,1,0
797272,clindamycin phosphate,136.9,Unspecified infectious and parasitic diseases,2,1,1
797272,clindamycin phosphate,486,Pneumonia; organism unspecified,2,1,1
797272,clindamycin phosphate,519.8,Other diseases of respiratory system; not elsewhere classified,2,1,1
797272,clindamycin phosphate,567.9,Peritonitis NOS,2,1,1
797272,clindamycin phosphate,616.10|041.9,,3,1,1
797272,clindamycin phosphate,706.1,Other acne,4,1,1
797272,clindamycin phosphate,730.2,Unspecified osteomyelitis,2,1,1
797272,clindamycin phosphate,730.2,Unspecified osteomyelitis; site unspecified,2,1,1
797272,clindamycin phosphate,995.3,Allergy unspecified not elsewhere classified,2,1,1
797426,Naproxen / Sumatriptan,255.13,Bartter's syndrome,1,0,0
797426,Naproxen / Sumatriptan,274,Gouty arthropathy,1,0,0
797426,Naproxen / Sumatriptan,274,Gouty arthropathy (ADDED),1,0,0
797426,Naproxen / Sumatriptan,274.9,Gout NOS,1,0,0
797426,Naproxen / Sumatriptan,296.99,Other specified episodic mood disorder,1,0,0
797426,Naproxen / Sumatriptan,338-338.99,,1,0,0
797426,Naproxen / Sumatriptan,460,Acute nasopharyngitis (common cold),1,0,0
797426,Naproxen / Sumatriptan,525.9,Dental disorder NOS,1,0,0
797426,Naproxen / Sumatriptan,625.3,Dysmenorrhea,1,0,0
797426,Naproxen / Sumatriptan,714,Rheumatoid arthritis,1,0,0
797426,Naproxen / Sumatriptan,714.3,Polyarticular juvenile rheumatoid arthritis; chronic or unspecified,1,0,0
797426,Naproxen / Sumatriptan,715,Osteoarthrosis; generalized; involving unspecified site,1,0,0
797426,Naproxen / Sumatriptan,715.9,Osteoarthrosis; unspecified whether generalized or localized,1,0,0
797426,Naproxen / Sumatriptan,715.9,Osteoarthrosis; unspecified whether generalized or localized; involving unspecified site,1,0,0
797426,Naproxen / Sumatriptan,716.9,Arthropathy; unspecified,1,0,0
797426,Naproxen / Sumatriptan,716.9,Arthropathy; unspecified; site unspecified,1,0,0
797426,Naproxen / Sumatriptan,719.4,Pain in joint,1,0,0
797426,Naproxen / Sumatriptan,719.4,Pain in joint site unspecified,1,0,0
797426,Naproxen / Sumatriptan,719.41,Pain in joint involving shoulder region,1,0,0
797426,Naproxen / Sumatriptan,719.5,Stiffness of joint; not elsewhere classified; involving unspecified site,1,0,0
797426,Naproxen / Sumatriptan,719.9,Unspecified disorder of joint,1,0,0
797426,Naproxen / Sumatriptan,719.9,Unspecified disorder of joint site unspecified,1,0,0
797426,Naproxen / Sumatriptan,720,Ankylosing spondylitis,1,0,0
797426,Naproxen / Sumatriptan,724.1,Pain in thoracic spine,1,0,0
797426,Naproxen / Sumatriptan,724.5,Backache unspecified,1,0,0
797426,Naproxen / Sumatriptan,726.9,Enthesopathy of specified site,1,0,0
797426,Naproxen / Sumatriptan,727.3,Other bursitis disorders,1,0,0
797426,Naproxen / Sumatriptan,729.1,Myalgia and myositis unspecified,1,0,0
797426,Naproxen / Sumatriptan,780-789.99,,1,0,0
797426,Naproxen / Sumatriptan,780.6,Fever; unspecified,1,0,0
797426,Naproxen / Sumatriptan,780.96,Generalized pain,1,0,0
797426,Naproxen / Sumatriptan,784,Headache,1,0,0
797426,Naproxen / Sumatriptan,787.02,Nausea alone,1,0,0
797426,Naproxen / Sumatriptan,E968.9,ASSAULT NOS,1,0,0
797541,Isopropyl Alcohol,23.1,Brucella abortus,1,0,0
797541,Isopropyl Alcohol,136.9,Unspecified infectious and parasitic diseases,1,0,1
797541,Isopropyl Alcohol,202.8,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,1,0,0
797541,Isopropyl Alcohol,204,Acute lymphoid leukemia without mention of having achieved remission,1,0,0
797541,Isopropyl Alcohol,349.89,Other specified disorders of nervous system,1,0,0
797541,Isopropyl Alcohol,380.1,Infective otitis externa,1,0,0
797541,Isopropyl Alcohol,380.1,Infective otitis externa; unspecified,1,0,0
797541,Isopropyl Alcohol,573.8,Other specified disorders of liver,1,0,0
797541,Isopropyl Alcohol,69,Dilation and curettage of uterus,1,0,0
797541,Isopropyl Alcohol,698.9,Unspecified pruritic disorder,1,0,0
797541,Isopropyl Alcohol,728.85,Spasm of muscle,1,0,0
797541,Isopropyl Alcohol,729.1,Myalgia and myositis unspecified,1,0,1
797541,Isopropyl Alcohol,780-789.99,,1,0,0
797541,Isopropyl Alcohol,780.01,Coma,1,0,0
797541,Isopropyl Alcohol,780.4,Dizziness and giddiness,1,0,0
797541,Isopropyl Alcohol,780.79,Other malaise and fatigue,1,0,0
797541,Isopropyl Alcohol,780.96,Generalized pain,1,0,1
797541,Isopropyl Alcohol,780.97,Altered mental status,1,0,0
797541,Isopropyl Alcohol,781.2,Abnormality of gait,1,0,0
797541,Isopropyl Alcohol,781.99,Other symptoms involving nervous and musculoskeletal systems,1,0,0
797541,Isopropyl Alcohol,784,Headache,1,0,0
797541,Isopropyl Alcohol,787.02,Nausea alone,1,0,0
797541,Isopropyl Alcohol,787.03,Vomiting alone,1,0,0
797541,Isopropyl Alcohol,89.8,Autopsy,1,0,0
797541,Isopropyl Alcohol,V62.81,Interpersonal problems; not elsewhere classified,1,0,0
797550,Immune Globulin (Human),38,Septicemia,1,0,1
797550,Immune Globulin (Human),38.9,Septicemia NOS,1,0,1
797550,Immune Globulin (Human),41.9,Bacterial infection; unspecified; in conditions classified elsewhere and of unspecified site,1,0,1
797550,Immune Globulin (Human),53,Herpes zoster,1,0,1
797550,Immune Globulin (Human),53.9,Herpes zoster without mention of complication,1,0,1
797550,Immune Globulin (Human),136.9,Unspecified infectious and parasitic diseases,1,0,1
797550,Immune Globulin (Human),204,Lymphoid leukemia,1,0,1
797550,Immune Globulin (Human),204.1,Lymphoid leukemia; chronic,1,0,1
797550,Immune Globulin (Human),204.1,Chronic lymphoid leukemia without mention of having achieved remission,1,0,1
797550,Immune Globulin (Human),204.9,Unspecified lymphoid leukemia,1,0,1
797550,Immune Globulin (Human),204.9,Unspecified lymphoid leukemia without mention of having achieved remission,1,0,1
797550,Immune Globulin (Human),208,Leukemia of unspecified cell type,1,0,1
797550,Immune Globulin (Human),208.9,Unspecified leukemia,1,0,1
797550,Immune Globulin (Human),208.9,Unspecified leukemia without mention of having achieved remission,1,0,1
797550,Immune Globulin (Human),239.89,Neoplasms of unspecified nature; other specified sites (ADDED),1,0,1
797550,Immune Globulin (Human),279,Hypogammaglobulinemia unspecified,1,0,1
797550,Immune Globulin (Human),279.04,Congenital hypogammaglobulinemia,1,0,1
797550,Immune Globulin (Human),279.06,Common variable immunodeficiency,1,0,1
797550,Immune Globulin (Human),279.12,Wiskott-Aldrich syndrome,1,0,1
797550,Immune Globulin (Human),279.2,Combined immunity deficiency,1,0,1
797550,Immune Globulin (Human),279.5,Graft-versus-host disease,1,0,1
797550,Immune Globulin (Human),279.5,Graft-versus-host disease; unspecified,1,0,1
797550,Immune Globulin (Human),279.51,Acute graft-versus-host disease,1,0,1
797550,Immune Globulin (Human),279.8,Other specified disorders involving the immune mechanism,1,0,1
797550,Immune Globulin (Human),287.2,Other nonthrombocytopenic purpuras,1,0,1
797550,Immune Globulin (Human),287.3,Primary thrombocytopenia; unspecified,1,0,1
797550,Immune Globulin (Human),298.8,Other and unspecified reactive psychosis,1,0,1
797550,Immune Globulin (Human),356.9,Unspecified idiopathic peripheral neuropathy,1,0,1
797550,Immune Globulin (Human),357.89,Other inflammatory and toxic neuropathy,1,0,1
797550,Immune Globulin (Human),459,Hemorrhage NOS,1,0,1
797550,Immune Globulin (Human),486,Pneumonia; organism unspecified,1,0,1
797550,Immune Globulin (Human),516.8,Other specified alveolar and parietoalveolar pneumonopathies,1,0,1
797550,Immune Globulin (Human),573.3,Hepatitis NOS,1,0,1
797550,Immune Globulin (Human),573.9,Unspecified disorder of liver,1,0,1
797550,Immune Globulin (Human),614-616.99,,1,0,1
797550,Immune Globulin (Human),614.9,Unspecified inflammatory disease of female pelvic organs and tissues,1,0,1
797550,Immune Globulin (Human),765.1,Other preterm infants; unspecified [weight],1,0,0
797550,Immune Globulin (Human),782.7,Spontaneous ecchymoses,1,0,1
797550,Immune Globulin (Human),797,Senility without mention of psychosis,1,0,1
797550,Immune Globulin (Human),798,Sudden infant death syndrome,1,0,1
797550,Immune Globulin (Human),89.7,General physical examination,1,0,0
797550,Immune Globulin (Human),42,Human immunodeficiency virus [HIV] disease,2,1,1
797550,Immune Globulin (Human),042-042.99,,2,1,1
797550,Immune Globulin (Human),45,Acute poliomyelitis,1,1,0
797550,Immune Globulin (Human),45.9,Acute poliomyelitis; unspecified,1,1,0
797550,Immune Globulin (Human),45.9,Acute poliomyelitis; unspecified; poliovirus; unspecified type,1,1,0
797550,Immune Globulin (Human),52,Chickenpox,2,1,1
797550,Immune Globulin (Human),52.9,Varicella uncomplicated,2,1,1
797550,Immune Globulin (Human),55,Measles,2,1,1
797550,Immune Globulin (Human),55.9,Measles without mention of complication,2,1,1
797550,Immune Globulin (Human),56,Rubella,2,1,1
797550,Immune Globulin (Human),56.9,Rubella without mention of complication,2,1,1
797550,Immune Globulin (Human),70.1,Viral hepatitis A without mention of hepatic coma,2,1,1
797550,Immune Globulin (Human),70.3,Viral hepatitis B without mention of hepatic coma; acute or unspecified; without mention of hepatitis delta,1,1,0
797550,Immune Globulin (Human),279.3,Unspecified immunity deficiency,2,1,1
797550,Immune Globulin (Human),287.31,Immune thrombocytopenic purpura,3,1,1
797752,Hepatitis B Surface Antigen Vaccine,70.1,Viral hepatitis A without mention of hepatic coma,1,0,1
797752,Hepatitis B Surface Antigen Vaccine,99.9,Venereal disease NOS,1,0,1
797752,Hepatitis B Surface Antigen Vaccine,136.9,Unspecified infectious and parasitic diseases,1,0,1
797752,Hepatitis B Surface Antigen Vaccine,282.4,Thalassemias,1,0,1
797752,Hepatitis B Surface Antigen Vaccine,282.4,Thalassemia; unspecified,1,0,1
797752,Hepatitis B Surface Antigen Vaccine,286,Congenital factor VIII disorder,1,0,1
797752,Hepatitis B Surface Antigen Vaccine,286.7,Acquired coagulation factor deficiency,1,0,1
797752,Hepatitis B Surface Antigen Vaccine,573.3,Hepatitis NOS,1,0,1
797752,Hepatitis B Surface Antigen Vaccine,573.9,Unspecified disorder of liver,1,0,1
797752,Hepatitis B Surface Antigen Vaccine,799.24,Emotional lability (ADDED),1,0,1
797752,Hepatitis B Surface Antigen Vaccine,70.3,Viral hepatitis B without mention of hepatic coma; acute or unspecified; without mention of hepatitis delta,2,1,1
798279,Haemophilus influenzae b  capsular polysaccharide inactivated tetanus toxoid conjugate vaccine,41.85,Other gram-negative organism infection in conditions classified elsewhere and of unspecified site,1,1,0
798304,Diphtheria Toxoid Vaccine,462,Acute pharyngitis,1,0,0
798304,Diphtheria Toxoid Vaccine,729.9,Other and unspecified disorders of soft tissue,1,0,0
798304,Diphtheria Toxoid Vaccine,89.8,Autopsy,1,0,0
798304,Diphtheria Toxoid Vaccine,32,Diphtheria,2,1,0
798304,Diphtheria Toxoid Vaccine,32.9,Diphtheria NOS,2,1,0
798306,Tetanus Toxoid Vaccine,32,Diphtheria,1,0,0
798306,Tetanus Toxoid Vaccine,32.9,Diphtheria NOS,1,0,0
798306,Tetanus Toxoid Vaccine,33,Whooping cough due to bordetella pertussis (b. pertussis),1,0,0
798306,Tetanus Toxoid Vaccine,136.9,Unspecified infectious and parasitic diseases,1,0,0
798306,Tetanus Toxoid Vaccine,200.2,Burkitt's tumor or lymphoma,1,0,0
798306,Tetanus Toxoid Vaccine,200.2,Burkitt's tumor or lymphoma; unspecified site; extranodal and solid organ sites,1,0,0
798306,Tetanus Toxoid Vaccine,298.8,Other and unspecified reactive psychosis,1,0,0
798306,Tetanus Toxoid Vaccine,338-338.99,,1,0,0
798306,Tetanus Toxoid Vaccine,351.8,Other facial nerve disorders,1,0,0
798306,Tetanus Toxoid Vaccine,378.06,Alternating esotropia with A pattern,1,0,0
798306,Tetanus Toxoid Vaccine,380.1,Infective otitis externa; unspecified,1,0,0
798306,Tetanus Toxoid Vaccine,382.9,Unspecified otitis media,1,0,0
798306,Tetanus Toxoid Vaccine,43.11,Percutaneous [endoscopic] gastrostomy [PEG],1,0,0
798306,Tetanus Toxoid Vaccine,458,Hypotension,1,0,0
798306,Tetanus Toxoid Vaccine,458.9,Hypotension NOS,1,0,0
798306,Tetanus Toxoid Vaccine,723.5,Torticollis NOS,1,0,0
798306,Tetanus Toxoid Vaccine,728.83,Rupture of muscle; nontraumatic,1,0,0
798306,Tetanus Toxoid Vaccine,728.85,Spasm of muscle,1,0,0
798306,Tetanus Toxoid Vaccine,728.9,Unspecified disorder of muscle; ligament; and fascia,1,0,0
798306,Tetanus Toxoid Vaccine,729.9,Other and unspecified disorders of soft tissue,1,0,0
798306,Tetanus Toxoid Vaccine,771.4,Omphalitis of the newborn,1,0,0
798306,Tetanus Toxoid Vaccine,779.9,Unspecified condition originating in the perinatal period,1,0,0
798306,Tetanus Toxoid Vaccine,780-789.99,,1,0,0
798306,Tetanus Toxoid Vaccine,780.6,Fever; unspecified,1,0,0
798306,Tetanus Toxoid Vaccine,780.8,Generalized hyperhidrosis,1,0,0
798306,Tetanus Toxoid Vaccine,780.96,Generalized pain,1,0,0
798306,Tetanus Toxoid Vaccine,781,Abnormal involuntary movements,1,0,0
798306,Tetanus Toxoid Vaccine,781.7,Tetany,1,0,0
798306,Tetanus Toxoid Vaccine,785,Tachycardia NOS,1,0,0
798306,Tetanus Toxoid Vaccine,786,Respiratory abnormality; unspecified,1,0,0
798306,Tetanus Toxoid Vaccine,787.2,Dysphagia,1,0,0
798306,Tetanus Toxoid Vaccine,787.2,Dysphagia NOS,1,0,0
798306,Tetanus Toxoid Vaccine,787.99,Other symptoms involving digestive system,1,0,0
798306,Tetanus Toxoid Vaccine,799.22,Irritability (ADDED),1,0,0
798306,Tetanus Toxoid Vaccine,799.89,Other ill-defined conditions,1,0,0
798306,Tetanus Toxoid Vaccine,799.9,Other unknown and unspecified cause of morbidity or mortality,1,0,0
798306,Tetanus Toxoid Vaccine,800-829.99,,1,0,0
798306,Tetanus Toxoid Vaccine,810-819.99,,1,0,0
798306,Tetanus Toxoid Vaccine,818,Ill-defined closed fractures of upper limb,1,0,0
798306,Tetanus Toxoid Vaccine,829,Fracture of unspecified bones,1,0,0
798306,Tetanus Toxoid Vaccine,829,Fracture of unspecified bone closed,1,0,0
798306,Tetanus Toxoid Vaccine,84.91,AMPUTATION NOS,1,0,0
798306,Tetanus Toxoid Vaccine,879.8,Open wound(s) (multiple) of unspecified site(s); without mention of complication,1,0,0
798306,Tetanus Toxoid Vaccine,958.3,Posttraumatic wound infection not elsewhere classified,1,0,0
798306,Tetanus Toxoid Vaccine,959.7,Other and unspecified injury to knee; leg; ankle; and foot,1,0,0
798306,Tetanus Toxoid Vaccine,959.9,Other and unspecified injury to unspecified site,1,0,0
798306,Tetanus Toxoid Vaccine,991.6,Hypothermia,1,0,0
798306,Tetanus Toxoid Vaccine,E887,FRACTURE; CAUSE NOS,1,0,0
798306,Tetanus Toxoid Vaccine,E968.9,ASSAULT NOS,1,0,0
798306,Tetanus Toxoid Vaccine,E990-E999.9,,1,0,0
798306,Tetanus Toxoid Vaccine,V20.2,Routine infant or child health check,1,0,0
798306,Tetanus Toxoid Vaccine,37,Tetanus,2,1,0
798306,Tetanus Toxoid Vaccine,41.84,Other anaerobe infection in conditions classified elsewhere and of unspecified site,2,1,0
798361,Hepatitis A Vaccine (Inactivated) Strain HM175,79.99,Unspecified viral infection in conditions classified elsewhere and of unspecified site,1,0,0
798361,Hepatitis A Vaccine (Inactivated) Strain HM175,136.9,Unspecified infectious and parasitic diseases,1,0,0
798361,Hepatitis A Vaccine (Inactivated) Strain HM175,571.9,Unspecified chronic liver disease without mention of alcohol,1,0,0
798361,Hepatitis A Vaccine (Inactivated) Strain HM175,573.3,Hepatitis NOS,1,0,0
